viewer_id,region,country,age_group,subscription_type,device_type,join_date
VWR1271,Europe,Germany,25-34,Premium,Tablet,2021-01-03
VWR1272,NA,UK,,BASIC,MOBILE,2023-01-30
VWR1273,NA,UK,45-54,BASIC,,2021-02-28
VWR1274,APAC,Australia,45-54,BASIC,android,10-02-2023
VWR1275,EU,UK,,BASIC,mobile,2022-02-03
VWR1276,North America,India,18-24,BASIC,Mobile,2022-08-31
VWR1277,Asia Pacific,India,45-54,BASIC,android,2020-11-22
VWR1278,EU,Germany,45-54,Basic,Desktop,2022-07-11
VWR1279,Apac,Germany,55+,BASIC,android,2021-02-09
VWR1280,Apac,Brazil,,Basic,mobile,2020-05-11
VWR1281,EU,Japan,18-24,Standard,mobile,2020-08-01
VWR1282,NA,India,45-54,premium,Mobile,2020/01/14
VWR1283,Apac,Australia,45-54,Standard,Desktop,2023-10-16
VWR1284,LATAM,UK,35-44,Basic,MOBILE,2024-02-06
VWR1285,Europe,Japan,55+,BASIC,mobile,2023-03-14
VWR1286,Europe,USA,25-34,Premium,MOBILE,2021-04-27
VWR1287,North America,Japan,18-24,Basic,mobile,2022-08-29
VWR1288,Apac,South Korea,35-44,Premium,MOBILE,2020-09-25
VWR1289,Asia Pacific,India,25-34,Premium,MOBILE,2023-09-13
VWR1290,EU,Australia,55+,premium,,28-04-2023
VWR1291,APAC,USA,18-24,Basic,Mobile,2020-10-20
VWR1292,EU,Japan,,Standard,,2020-06-26
VWR1293,APAC,Japan,18-24,Premium,MOBILE,2023-09-03
VWR1294,APAC,Japan,45-54,premium,android,2020-07-06
VWR1295,APAC,India,45-54,BASIC,mobile,2023-11-02
VWR1296,LATAM,India,25-34,premium,Tablet,2023-09-21
VWR1297,Asia Pacific,USA,18-24,premium,Desktop,2022-08-09
VWR1298,EU,South Korea,,Basic,,2022-08-08
VWR1299,APAC,South Korea,25-34,Premium,iphone,2021-10-23
VWR1300,APAC,Germany,55+,premium,android,09-07-2020
VWR1301,NA,USA,55+,Basic,mobile,2020-03-08
VWR1302,EU,UK,45-54,Basic,Tablet,2020-04-22
VWR1303,APAC,India,,Standard,Mobile,2022/07/03
VWR1304,Europe,South Korea,25-34,Basic,MOBILE,2023-08-11
VWR1305,APAC,USA,35-44,premium,android,2021-01-26
VWR1306,Asia Pacific,Australia,45-54,Standard,iphone,2022-04-06
VWR1307,North America,USA,18-24,BASIC,MOBILE,2021/09/01
VWR1308,EU,India,25-34,BASIC,mobile,2021-11-01
VWR1309,EU,UK,18-24,Basic,Desktop,2023-12-03
VWR1310,Europe,Japan,18-24,Standard,Mobile,2024-02-06
VWR1311,Asia Pacific,UK,,premium,android,2023/10/17
VWR1312,Apac,Germany,35-44,BASIC,Mobile,2020-04-17
VWR1313,EU,South Korea,18-24,premium,MOBILE,2021-01-15
VWR1314,Europe,Australia,,Premium,Tablet,2020-01-10
VWR1315,NA,Germany,45-54,Basic,mobile,2023-01-23
VWR1316,Europe,Australia,55+,premium,Desktop,2022-08-02
VWR1317,Apac,UK,35-44,Basic,iphone,2022-11-11
VWR1318,APAC,UK,18-24,Premium,android,2022/06/19
VWR1319,Europe,USA,18-24,Premium,Desktop,2022-12-26
VWR1320,NA,Australia,35-44,premium,mobile,2020-07-26
VWR1321,EU,USA,18-24,BASIC,Desktop,2023-06-17
VWR1322,Europe,Germany,,BASIC,Mobile,2023-08-28
VWR1323,APAC,USA,35-44,Standard,Mobile,2021-09-22
VWR1324,Europe,Australia,25-34,Standard,Desktop,2022-08-28
VWR1325,Apac,Brazil,55+,Basic,mobile,2020-06-12
VWR1326,EU,Germany,25-34,premium,Desktop,2023-04-09
VWR1327,APAC,Germany,35-44,Basic,iphone,2021-06-22
VWR1328,NA,Australia,45-54,Standard,Desktop,2020-06-12
VWR1329,LATAM,India,35-44,premium,mobile,2023-07-14
VWR1330,Asia Pacific,Brazil,25-34,premium,MOBILE,2023-12-22
VWR1331,Apac,Australia,45-54,Basic,iphone,2022-05-30
VWR1332,EU,Brazil,,Standard,Smart TV,2022-02-13
VWR1333,NA,Australia,25-34,BASIC,Smart TV,2021-10-21
VWR1334,NA,UK,25-34,Standard,mobile,2023-06-20
VWR1335,Asia Pacific,South Korea,25-34,premium,Mobile,2021-04-12
VWR1336,Asia Pacific,Germany,,Premium,iphone,2020-04-28
VWR1337,APAC,Japan,,Premium,android,10-02-2022
VWR1338,Asia Pacific,India,18-24,Standard,Tablet,2022/04/26
VWR1339,Europe,Japan,18-24,premium,MOBILE,2021-06-20
VWR1340,EU,India,55+,Standard,Desktop,2023-07-06
VWR1341,NA,India,35-44,premium,Mobile,2020-02-10
VWR1342,EU,Germany,45-54,Basic,Mobile,2021-07-16
VWR1343,LATAM,Japan,25-34,BASIC,Mobile,2020-01-30
VWR1344,APAC,UK,,premium,MOBILE,2021-05-15
VWR1345,Apac,Australia,,Premium,android,2023/03/02
VWR1346,North America,USA,55+,Premium,MOBILE,2022-03-20
VWR1347,North America,Brazil,45-54,BASIC,MOBILE,2023-06-06
VWR1348,Europe,UK,18-24,Basic,Desktop,2021-06-15
VWR1349,Apac,UK,18-24,Premium,MOBILE,2022-06-03
VWR1350,LATAM,South Korea,55+,BASIC,mobile,19-09-2020
VWR1351,LATAM,USA,25-34,Standard,MOBILE,25-12-2022
VWR1352,APAC,Australia,25-34,Premium,Mobile,2023-07-11
VWR1353,Apac,India,45-54,Standard,iphone,2023-04-01
VWR1354,EU,Japan,,Basic,Desktop,2020-10-14
VWR1355,Asia Pacific,Germany,18-24,premium,iphone,2023/02/24
VWR1356,EU,UK,55+,BASIC,Desktop,2021-02-16
VWR1357,NA,South Korea,25-34,BASIC,Mobile,2021-01-29
VWR1358,LATAM,Germany,35-44,Premium,Tablet,2020-06-28
VWR1359,APAC,Germany,35-44,Premium,Mobile,2020-07-11
VWR1360,North America,Australia,,Standard,,2023-11-12
VWR1361,Europe,India,,premium,mobile,2021-11-25
VWR1362,NA,South Korea,,Premium,Smart TV,2023-10-13
VWR1363,Europe,Japan,35-44,Standard,Desktop,2022-09-10
VWR1364,Apac,South Korea,35-44,premium,MOBILE,2023-02-16
VWR1365,LATAM,Japan,25-34,Basic,Smart TV,2023-02-09
VWR1366,Apac,UK,,Basic,mobile,2023-07-17
VWR1367,APAC,South Korea,25-34,Premium,android,2020-09-10
VWR1368,EU,South Korea,,Premium,MOBILE,2022-09-16
VWR1369,APAC,South Korea,,Premium,Mobile,2021-01-01
VWR1370,Apac,Australia,18-24,premium,android,2023-05-06
VWR1371,Europe,Australia,25-34,BASIC,Smart TV,2023-09-13
VWR1372,LATAM,Germany,,Premium,Desktop,2022-03-13
VWR1373,Apac,UK,35-44,Basic,MOBILE,30-07-2021
VWR1374,NA,Brazil,35-44,Basic,mobile,2021-05-02
VWR1375,Europe,Japan,35-44,Basic,Desktop,2021-06-04
VWR1376,Apac,Australia,18-24,premium,Smart TV,2022-08-09
VWR1377,Apac,India,18-24,premium,mobile,2021-09-25
VWR1378,North America,South Korea,,Basic,mobile,2022-09-11
VWR1379,APAC,UK,25-34,BASIC,android,2023-11-25
VWR1380,LATAM,Germany,35-44,premium,mobile,2024-01-15
VWR1381,Asia Pacific,Australia,55+,Standard,iphone,2020-10-06
VWR1382,North America,UK,18-24,premium,Tablet,2021-04-02
VWR1383,Europe,Japan,55+,premium,Desktop,2020-11-03
VWR1384,Asia Pacific,USA,18-24,Basic,MOBILE,2022/02/18
VWR1385,LATAM,UK,45-54,premium,Tablet,2023-03-23
VWR1386,LATAM,India,25-34,premium,Tablet,2020-08-16
VWR1387,Europe,Australia,45-54,BASIC,Tablet,2020-03-18
VWR1388,EU,Brazil,18-24,Premium,Tablet,2021-08-16
VWR1389,Apac,Australia,25-34,premium,Tablet,2021-03-15
VWR1390,EU,UK,18-24,premium,Desktop,2022-09-26
VWR1391,Europe,India,18-24,Basic,Tablet,2021-06-17
VWR1392,North America,South Korea,,BASIC,Smart TV,2023-07-24
VWR1393,Europe,Brazil,45-54,premium,MOBILE,2020-03-07
VWR1394,Apac,UK,55+,Premium,Mobile,2022-07-21
VWR1395,NA,Brazil,35-44,BASIC,MOBILE,2022-12-03
VWR1396,APAC,India,25-34,Standard,,24-02-2021
VWR1397,EU,South Korea,55+,Standard,mobile,08-07-2023
VWR1398,APAC,Germany,45-54,Standard,iphone,2020-11-30
VWR1399,North America,USA,,Standard,Desktop,2023-07-25
VWR1400,Asia Pacific,South Korea,25-34,Premium,iphone,2022-08-15
VWR1401,LATAM,Australia,25-34,Premium,Tablet,2021-02-09
VWR1402,Apac,Brazil,18-24,Premium,iphone,12-08-2022
VWR1403,North America,South Korea,25-34,Premium,mobile,2023-03-13
VWR1404,EU,Japan,25-34,BASIC,Tablet,2020-07-19
VWR1405,Europe,Germany,,premium,Tablet,2023-10-04
VWR1406,Europe,UK,45-54,Basic,Smart TV,2020-04-28
VWR1407,Asia Pacific,Japan,45-54,Standard,Mobile,2023-07-31
VWR1408,NA,Japan,,Basic,Desktop,2021-05-03
VWR1409,Europe,USA,,BASIC,Desktop,2023-09-27
VWR1410,North America,Australia,18-24,BASIC,,2023-04-09
VWR1411,North America,Germany,55+,Premium,mobile,2021-06-07
VWR1412,EU,India,25-34,BASIC,,2021-11-12
VWR1413,Asia Pacific,Germany,55+,Standard,mobile,2021-12-21
VWR1414,Apac,India,45-54,Premium,MOBILE,2023-06-20
VWR1415,NA,Brazil,,Premium,MOBILE,2020-06-20
VWR1416,North America,USA,45-54,Standard,mobile,2021-01-14
VWR1417,APAC,USA,45-54,Premium,iphone,2023-06-10
VWR1418,APAC,Japan,55+,Standard,Mobile,2023-06-28
VWR1419,Apac,Japan,45-54,Basic,mobile,2021-02-20
VWR1420,North America,India,45-54,Standard,,2020-01-24
VWR1421,APAC,South Korea,35-44,Basic,android,2020-10-12
VWR1422,Asia Pacific,Germany,18-24,Standard,,2020-06-20
VWR1423,APAC,Australia,45-54,Premium,iphone,2022-05-04
VWR1424,LATAM,USA,18-24,Standard,Tablet,2020-06-29
VWR1425,Europe,Japan,25-34,premium,mobile,2020-01-14
VWR1426,Europe,Australia,18-24,premium,Tablet,2022-03-24
VWR1427,LATAM,USA,35-44,Standard,mobile,2022-06-18
VWR1428,North America,Australia,,BASIC,Smart TV,2023-04-23
VWR1429,Asia Pacific,Brazil,45-54,BASIC,MOBILE,2021-12-03
VWR1430,NA,Australia,55+,BASIC,MOBILE,2021-08-06
VWR1431,Asia Pacific,Australia,25-34,premium,mobile,2020-01-22
VWR1432,LATAM,USA,18-24,Standard,Desktop,2022-01-20
VWR1433,Asia Pacific,USA,18-24,premium,Desktop,12-02-2021
VWR1434,NA,South Korea,,Basic,Tablet,2023/06/23
VWR1435,Europe,Germany,45-54,Premium,Tablet,2020-04-09
VWR1436,Asia Pacific,UK,18-24,BASIC,MOBILE,2020-08-10
VWR1437,Asia Pacific,Germany,35-44,Basic,android,2022-04-12
VWR1438,North America,India,45-54,Premium,Smart TV,2023-11-03
VWR1439,North America,Brazil,,Premium,Desktop,2020-05-17
VWR1440,Europe,Germany,18-24,Standard,Mobile,2021-06-01
VWR1441,Europe,Germany,55+,BASIC,mobile,2020/06/08
VWR1442,North America,India,55+,Basic,mobile,2020-09-04
VWR1443,Apac,India,,premium,MOBILE,2020-08-21
VWR1444,APAC,South Korea,35-44,Standard,,2022-10-27
VWR1445,LATAM,UK,,Premium,Mobile,2023-01-04
VWR1446,Europe,India,25-34,BASIC,,2021-12-05
VWR1447,Apac,Brazil,25-34,Premium,MOBILE,2021-11-27
VWR1448,APAC,Brazil,25-34,Basic,android,2021-11-30
VWR1449,APAC,Japan,45-54,premium,mobile,2022-10-28
VWR1450,NA,Japan,25-34,Premium,Tablet,2022-01-12
VWR1451,LATAM,Australia,45-54,Basic,Mobile,2023-02-04
VWR1452,LATAM,South Korea,25-34,Basic,mobile,06-05-2021
VWR1453,Europe,Australia,25-34,Basic,mobile,2022-07-03
VWR1454,LATAM,Australia,25-34,Standard,MOBILE,2021-10-23
VWR1455,LATAM,Brazil,,Premium,Mobile,2020-01-16
VWR1456,NA,USA,35-44,Standard,mobile,2023-08-14
VWR1457,Europe,USA,55+,Standard,Smart TV,2021-07-30
VWR1458,LATAM,Australia,18-24,Standard,mobile,2020-12-02
VWR1459,LATAM,UK,45-54,Standard,Smart TV,2020-09-07
VWR1460,LATAM,UK,45-54,Basic,,2022-04-10
VWR1461,North America,India,18-24,Premium,Tablet,2022-09-16
VWR1462,LATAM,UK,18-24,Premium,Desktop,2021-04-20
VWR1463,Europe,Australia,45-54,BASIC,Smart TV,2020-04-22
VWR1464,LATAM,Germany,45-54,Basic,MOBILE,2022-02-22
VWR1465,Asia Pacific,USA,55+,BASIC,Mobile,13-11-2023
VWR1466,North America,Australia,25-34,BASIC,Tablet,2020-12-10
VWR1467,North America,USA,55+,Premium,,2020-07-23
VWR1468,EU,Australia,25-34,Premium,Mobile,2023-12-30
VWR1469,Asia Pacific,Australia,18-24,Premium,Mobile,2020-11-09
VWR1470,North America,South Korea,55+,Standard,Mobile,2022-11-17
VWR1471,NA,Brazil,18-24,premium,Tablet,2023-06-07
VWR1472,North America,Germany,35-44,Premium,,2022-04-19
VWR1473,APAC,Australia,,Standard,Mobile,2020-07-29
VWR1474,APAC,Brazil,35-44,Basic,android,2021-04-14
VWR1475,Apac,South Korea,18-24,Basic,MOBILE,2024/02/02
VWR1476,APAC,Japan,25-34,Basic,Mobile,2023-07-06
VWR1477,NA,Germany,25-34,Premium,,2023-06-30
VWR1478,Asia Pacific,Germany,,Basic,Mobile,2022-01-13
VWR1479,APAC,Germany,25-34,Basic,MOBILE,2023/10/05
VWR1480,APAC,Germany,25-34,Basic,mobile,2021-01-03
VWR1481,LATAM,Germany,55+,Basic,Mobile,2021/02/20
VWR1482,Apac,Australia,25-34,Premium,android,03-01-2021
VWR1483,LATAM,India,55+,Premium,Desktop,2021-08-11
VWR1484,APAC,Germany,25-34,BASIC,android,2021-06-08
VWR1485,Asia Pacific,USA,,BASIC,iphone,2023-08-23
VWR1486,NA,USA,45-54,BASIC,Smart TV,2022/04/03
VWR1487,EU,Germany,45-54,premium,mobile,2023-03-14
VWR1488,North America,Brazil,18-24,Basic,Desktop,2020-12-17
VWR1489,North America,Japan,55+,Premium,Mobile,2022-05-11
VWR1490,Apac,India,25-34,BASIC,iphone,2023-08-04
VWR1491,LATAM,UK,45-54,premium,Tablet,2022-04-12
VWR1492,Apac,India,18-24,Standard,mobile,2020-01-16
VWR1493,Asia Pacific,India,18-24,BASIC,Mobile,2024-02-08
VWR1494,NA,South Korea,25-34,BASIC,,2020-05-19
VWR1495,Asia Pacific,USA,55+,premium,mobile,2023-11-27
VWR1496,EU,UK,35-44,premium,Desktop,2022-03-14
VWR1497,North America,Germany,25-34,BASIC,Tablet,2022-11-29
VWR1498,LATAM,South Korea,35-44,Basic,Mobile,2021-12-16
VWR1499,NA,South Korea,,Premium,MOBILE,2022-08-17
VWR1500,LATAM,South Korea,,Standard,Smart TV,2023-06-26
