review_id,viewer_id,movie_id,rating,review_text,sentiment,review_date
REV1114,VWR1264,MOV046,1,terrible pacing ngl,Negative,2025-08-29
REV1115,VWR0428,MOV049,2,音楽 was good,Negative,2025-08-18
REV1116,VWR1061,MOV032,3,terrible pacing ngl,Neutral,2025-10-06
REV1117,VWR1010,MOV030,2,ending felt rushed tbh,Negative,2025-04-02
REV1118,VWR1158,MOV032,1,why is the app crashing?,Negative,2025-01-09
REV1119,VWR0857,MOV019,5,THIS SHOW IS INSANE 🔥,Positive,2025-09-18
REV1120,VWR0216,MOV037,5,idk why people like this,Positive,2025-04-07
REV1121,VWR1478,MOV012,3,so good!,Neutral,2025-11-21
REV1122,VWR0071,MOV050,3,idk why people like this,Neutral,2025-12-05
REV1123,VWR1132,MOV013,5,why is the app crashing?,Positive,2025-05-10
REV1124,VWR0542,MOV009,5,ending felt rushed tbh,Positive,2025-07-15
REV1125,VWR0247,MOV052,3,meh,Neutral,2025-09-08
REV1126,VWR1264,MOV051,5,so good!,positive,2025-10-05
REV1127,VWR0341,MOV009,5,meh,Positive,2025-03-12
REV1128,VWR1192,MOV006,3,ERROR_EXPORT_ROW,Neutral,2025-05-27
REV1129,VWR0669,MOV042,4,subtitles broken again,positive,2025-03-13
REV1130,VWR0635,MOV050,2,idk why people like this,Negative,2025-03-08
REV1131,VWR1094,MOV001,5,idk why people like this,Positive,2025-01-05
REV1132,VWR1417,MOV059,3,love it,Neutral,2025-04-08
REV1133,VWR0837,MOV025,1,ending felt rushed tbh,Negative,2025-05-14
REV1134,VWR1101,MOV046,5,ending felt rushed tbh,Positive,2025-10-15
REV1135,VWR1035,MOV059,3,meh,Neutral,2025-04-18
REV1136,VWR0107,MOV014,2,音楽 was good,Negative,2025-01-07
REV1137,VWR0765,MOV048,3,THIS SHOW IS INSANE 🔥,Neutral,2025-08-01
REV1138,VWR1078,MOV056,5,meh,Positive,2025-12-30
REV1139,VWR0925,MOV029,1,idk why people like this,Negative,2025-11-22
REV1140,VWR0775,MOV055,3,idk why people like this,neutral,2025-04-18
REV1141,VWR0844,MOV047,5,why is the app crashing?,Positive,2025-04-21
REV1142,VWR0567,MOV004,2,idk why people like this,Negative,2025-06-19
REV1143,VWR0958,MOV054,3,THIS SHOW IS INSANE 🔥,Neutral,2025-11-22
REV1144,VWR0479,MOV006,5,so good!,Positive,2025-06-30
REV1145,VWR0620,MOV016,1,galaxy burn is the best thing ever 💯,Negative,2025-12-21
REV1146,VWR0004,MOV043,1,NULL,Negative,2025-11-05
REV1147,VWR0302,MOV006,4,why is the app crashing?,Positive,2025-04-29
REV1148,VWR1057,MOV042,3,subtitles broken again,Neutral,2025-09-09
REV1149,VWR0595,MOV025,1,galaxy burn is the best thing ever 💯,Negative,2025-10-09
REV1150,VWR1086,MOV015,3,subtitles broken again,Neutral,2025-05-09
REV1151,VWR1201,MOV046,1,terrible pacing ngl,Negative,2025-07-22
REV1152,VWR1058,MOV035,3,love it,Neutral,2025-06-12
REV1153,VWR0330,MOV016,4,galaxy burn is the best thing ever 💯,Positive,2025-11-15
REV1154,VWR1386,MOV013,2,音楽 was good,Negative,2025-11-25
REV1155,VWR0571,MOV037,4,THIS SHOW IS INSANE 🔥,Positive,2025-02-23
REV1156,VWR0114,MOV054,5,love it,Positive,2025-05-28
REV1157,VWR1136,MOV010,1,meh,Negative,2025-10-16
REV1158,VWR0106,MOV009,1,音楽 was good,Negative,2025-03-08
REV1159,VWR0378,MOV012,1,idk why people like this,Negative,2025-12-13
REV1160,VWR1323,MOV018,5,galaxy burn is the best thing ever 💯,Positive,2025-09-09
REV1161,VWR0113,MOV001,3,THIS SHOW IS INSANE 🔥,Neutral,2025-09-14
REV1162,VWR0109,MOV023,3,why is the app crashing?,Neutral,2025-05-11
REV1163,VWR0405,MOV024,3,ending felt rushed tbh,Neutral,2025-01-04
REV1164,VWR0133,MOV039,3,terrible pacing ngl,Neutral,2025-09-05
REV1165,VWR0822,MOV020,2,galaxy burn is the best thing ever 💯,Negative,2025-08-07
REV1166,VWR0633,MOV037,2,idk why people like this,Negative,2025-01-17
REV1167,VWR0831,MOV060,1,音楽 was good,Negative,2025-04-23
REV1168,VWR0736,MOV016,4,音楽 was good,Positive,2025-05-22
REV1169,VWR1270,MOV042,3,subtitles broken again,Neutral,2025-06-18
REV1170,VWR0788,MOV038,2,terrible pacing ngl,Negative,2025-02-02
REV1171,VWR0227,MOV049,2,meh,Negative,2025-08-21
REV1172,VWR1114,MOV013,2,terrible pacing ngl,Negative,2025-02-07
REV1173,VWR0897,MOV009,3,galaxy burn is the best thing ever 💯,neutral,2025-10-04
REV1174,VWR0746,MOV017,3,音楽 was good,Neutral,2025-04-23
REV1175,VWR0582,MOV023,3,subtitles broken again,Neutral,2025-03-17
REV1176,VWR1387,MOV027,4,,Positive,2025-05-17
REV1177,VWR1178,MOV011,4,love it,Positive,2025-06-03
REV1178,VWR0104,MOV015,1,THIS SHOW IS INSANE 🔥,Negative,2025-09-30
REV1179,VWR0594,MOV057,1,ending felt rushed tbh,Negative,2025-12-22
REV1180,VWR0914,MOV049,4,terrible pacing ngl,Positive,2025-01-01
REV1181,VWR0767,MOV041,5,ERROR_EXPORT_ROW,Positive,2025-09-26
REV1182,VWR0183,MOV019,2,galaxy burn is the best thing ever 💯,Negative,2025-01-06
REV1183,VWR0090,MOV009,4,galaxy burn is the best thing ever 💯,Positive,2025-07-20
REV1184,VWR1063,MOV040,2,音楽 was good,Negative,2025-11-29
REV1185,VWR0516,MOV045,3,NaN,Neutral,2025-02-19
REV1186,VWR0510,MOV057,4,ERROR_EXPORT_ROW,Positive,2025-06-24
REV1187,VWR0381,MOV002,5,galaxy burn is the best thing ever 💯,Positive,2025-12-28
REV1188,VWR0456,MOV054,2,THIS SHOW IS INSANE 🔥,Negative,2025-08-13
REV1189,VWR0133,MOV060,3,galaxy burn is the best thing ever 💯,Neutral,2025-02-06
REV1190,VWR0696,MOV050,3,terrible pacing ngl,Neutral,2025-11-16
REV1191,VWR0498,MOV017,4,love it,Positive,2025-08-04
REV1192,VWR0359,MOV051,3,subtitles broken again,Neutral,2025-01-13
REV1193,VWR0500,MOV011,5,音楽 was good,Positive,2025-04-11
REV1194,VWR0216,MOV001,1,so good!,Negative,2025-05-26
REV1195,VWR1282,MOV008,4,love it,Positive,2025-08-12
REV1196,VWR0915,MOV048,4,subtitles broken again,Positive,2025-11-22
REV1197,VWR0569,MOV043,2,音楽 was good,Negative,2025-08-27
REV1198,VWR0020,MOV001,1,so good!,Negative,2025-10-14
REV1199,VWR0695,MOV031,2,galaxy burn is the best thing ever 💯,Negative,2025-09-14
REV1200,VWR0515,MOV059,4,音楽 was good,Positive,2025-09-07
REV1201,VWR0450,MOV012,2,,Negative,2025-11-12
REV1202,VWR0289,MOV059,2,#### temp ####,Negative,2025-03-30
REV1203,VWR0310,MOV016,3,terrible pacing ngl,Neutral,2025-11-17
REV1204,VWR0108,MOV017,2,subtitles broken again,Negative,2025-01-25
REV1205,VWR0426,MOV044,2,idk why people like this,negative,2025-08-27
REV1206,VWR0974,MOV031,2,so good!,Negative,2025-10-20
REV1207,VWR0211,MOV045,4,terrible pacing ngl,Positive,2025-06-27
REV1208,VWR0456,MOV012,4,THIS SHOW IS INSANE 🔥,Positive,2025-01-13
REV1209,VWR1176,MOV022,1,why is the app crashing?,Negative,2025-03-06
REV1210,VWR1102,MOV011,2,音楽 was good,Negative,2025-12-19
REV1211,VWR0606,MOV039,5,love it,Positive,2025-02-05
REV1212,VWR0683,MOV031,3,THIS SHOW IS INSANE 🔥,Neutral,2025-01-26
REV1213,VWR0132,MOV052,2,terrible pacing ngl,Negative,2025-11-14
REV1214,VWR0158,MOV058,3,why is the app crashing?,Neutral,2025-02-04
REV1215,VWR0998,MOV014,3,meh,Neutral,2025-08-24
REV1216,VWR1485,MOV032,5,terrible pacing ngl,Positive,2025-11-05
REV1217,VWR1261,MOV012,3,love it,Neutral,2025-09-07
REV1218,VWR0162,MOV001,5,terrible pacing ngl,positive,2025-05-15
REV1219,VWR0363,MOV040,2,terrible pacing ngl,Negative,2025-04-22
REV1220,VWR1018,MOV055,1,subtitles broken again,Negative,2025-01-18
REV1221,VWR0856,MOV058,5,ending felt rushed tbh,Positive,2025-05-02
REV1222,VWR0301,MOV060,3,idk why people like this,Neutral,2025-12-23
REV1223,VWR1477,MOV019,2,galaxy burn is the best thing ever 💯,Negative,2026-01-01
REV1224,VWR1497,MOV028,1,ending felt rushed tbh,Negative,2025-04-24
REV1225,VWR0367,MOV003,5,terrible pacing ngl,Positive,2025-06-02
REV1226,VWR0897,MOV023,2,so good!,Negative,2025-11-21
REV1227,VWR0602,MOV059,2,love it,Negative,2025-06-20
REV1228,VWR1303,MOV019,4,THIS SHOW IS INSANE 🔥,Positive,2025-02-23
REV1229,VWR1419,MOV005,5,so good!,Positive,2025-07-12
REV1230,VWR0652,MOV045,3,so good!,Neutral,2025-11-21
REV1231,VWR0360,MOV021,1,idk why people like this,Negative,2025-03-15
REV1232,VWR1382,MOV035,2,love it,Negative,2025-11-02
REV1233,VWR1202,MOV045,4,subtitles broken again,Positive,2025-11-26
REV1234,VWR1235,MOV002,2,love it,Negative,2025-11-15
REV1235,VWR0352,MOV026,5,subtitles broken again,Positive,2025-06-05
REV1236,VWR0292,MOV047,4,why is the app crashing?,Positive,2025-08-31
REV1237,VWR0116,MOV031,4,terrible pacing ngl,Positive,2025-02-17
REV1238,VWR0208,MOV023,5,THIS SHOW IS INSANE 🔥,Positive,2025-05-06
REV1239,VWR0540,MOV047,3,meh,Neutral,2025-01-27
REV1240,VWR1114,MOV006,2,love it,Negative,2025-10-25
REV1241,VWR0238,MOV046,5,,Positive,2025-08-21
REV1242,VWR1380,MOV029,2,meh,Negative,2025-04-22
REV1243,VWR1342,MOV045,5,ending felt rushed tbh,Positive,2025-07-12
REV1244,VWR0616,MOV055,2,音楽 was good,Negative,2025-01-07
REV1245,VWR0735,MOV009,3,so good!,Neutral,2025-03-28
REV1246,VWR1028,MOV036,2,subtitles broken again,Negative,2025-12-27
REV1247,VWR1454,MOV049,5,galaxy burn is the best thing ever 💯,Positive,2025-12-19
REV1248,VWR1295,MOV060,4,terrible pacing ngl,Positive,2025-10-16
REV1249,VWR1072,MOV040,2,idk why people like this,Negative,2025-09-03
REV1250,VWR0283,MOV035,4,idk why people like this,Positive,2025-03-11
REV1251,VWR1434,MOV040,2,音楽 was good,Negative,2025-08-30
REV1252,VWR1455,MOV023,1,so good!,Negative,2025-01-02
REV1253,VWR0358,MOV013,4,音楽 was good,Positive,2025-03-14
REV1254,VWR1408,MOV058,1,love it,Negative,2025-12-04
REV1255,VWR0104,MOV009,5,THIS SHOW IS INSANE 🔥,Positive,2025-04-05
REV1256,VWR1326,MOV059,4,meh,Positive,2025-07-20
REV1257,VWR0017,MOV012,1,THIS SHOW IS INSANE 🔥,Negative,2025-03-17
REV1258,VWR0046,MOV035,3,terrible pacing ngl,Neutral,2025-10-28
REV1259,VWR0594,MOV051,3,音楽 was good,neutral,2025-01-01
REV1260,VWR0036,MOV050,3,,Neutral,2025-08-06
REV1261,VWR0332,MOV032,3,why is the app crashing?,Neutral,2025-10-12
REV1262,VWR0729,MOV006,4,subtitles broken again,Positive,2025-03-11
REV1263,VWR1224,MOV013,4,terrible pacing ngl,Positive,2025-11-21
REV1264,VWR1141,MOV018,1,meh,Negative,2025-12-25
REV1265,VWR0650,MOV004,3,idk why people like this,Neutral,2025-02-22
REV1266,VWR0417,MOV012,2,love it,Negative,2025-04-18
REV1267,VWR0608,MOV059,5,galaxy burn is the best thing ever 💯,Positive,2025-05-27
REV1268,VWR0277,MOV055,4,galaxy burn is the best thing ever 💯,Positive,2025-03-20
REV1269,VWR0596,MOV053,3,why is the app crashing?,neutral,2025-11-16
REV1270,VWR0381,MOV024,2,galaxy burn is the best thing ever 💯,Negative,2025-07-17
REV1271,VWR1038,MOV005,5,why is the app crashing?,Positive,2025-03-07
REV1272,VWR1287,MOV038,1,NULL,Negative,2025-12-02
REV1273,VWR1403,MOV019,2,ending felt rushed tbh,Negative,2025-03-31
REV1274,VWR1383,MOV031,2,subtitles broken again,Negative,2025-08-11
REV1275,VWR1245,MOV013,5,idk why people like this,Positive,2025-10-12
REV1276,VWR1395,MOV041,3,meh,Neutral,2025-08-13
REV1277,VWR0034,MOV029,2,,Negative,2025-06-11
REV1278,VWR0857,MOV047,3,音楽 was good,Neutral,2025-04-10
REV1279,VWR1293,MOV053,1,ending felt rushed tbh,Negative,2025-03-05
REV1280,VWR0084,MOV032,3,terrible pacing ngl,Neutral,2025-10-12
REV1281,VWR0167,MOV026,4,subtitles broken again,Positive,2025-03-04
REV1282,VWR0622,MOV019,1,so good!,Negative,2025-09-20
REV1283,VWR1161,MOV055,3,galaxy burn is the best thing ever 💯,Neutral,2025-05-16
REV1284,VWR0461,MOV004,1,subtitles broken again,Negative,2025-04-19
REV1285,VWR0795,MOV006,1,love it,Negative,2025-02-25
REV1286,VWR0086,MOV027,1,love it,Negative,2025-12-12
REV1287,VWR1278,MOV029,2,so good!,Negative,2025-05-20
REV1288,VWR0909,MOV019,5,terrible pacing ngl,Positive,2025-08-28
REV1289,VWR1362,MOV018,2,galaxy burn is the best thing ever 💯,Negative,2025-10-13
REV1290,VWR0014,MOV019,2,ending felt rushed tbh,Negative,2025-11-15
REV1291,VWR1155,MOV058,5,ending felt rushed tbh,Positive,2025-04-26
REV1292,VWR0265,MOV015,1,love it,Negative,2025-06-21
REV1293,VWR0189,MOV012,2,terrible pacing ngl,Negative,2025-09-16
REV1294,VWR0831,MOV003,5,so good!,Positive,2025-10-04
REV1295,VWR1205,MOV031,4,ending felt rushed tbh,Positive,2025-01-12
REV1296,VWR1311,MOV011,2,idk why people like this,Negative,2025-05-14
REV1297,VWR1077,MOV001,4,idk why people like this,Positive,2025-08-27
REV1298,VWR1396,MOV053,5,subtitles broken again,Positive,2025-06-02
REV1299,VWR1105,MOV021,4,meh,Positive,2025-06-08
REV1300,VWR1227,MOV020,1,THIS SHOW IS INSANE 🔥,Negative,2025-10-23
REV1301,VWR0533,MOV040,5,subtitles broken again,Positive,2025-08-24
REV1302,VWR1109,MOV017,5,subtitles broken again,Positive,2025-07-26
REV1303,VWR0066,MOV016,4,love it,Positive,2025-06-30
REV1304,VWR1252,MOV052,5,subtitles broken again,Positive,2025-07-26
REV1305,VWR1025,MOV020,4,so good!,Positive,2025-11-03
REV1306,VWR1031,MOV022,3,love it,Neutral,2025-03-15
REV1307,VWR1242,MOV017,2,THIS SHOW IS INSANE 🔥,Negative,2025-06-05
REV1308,VWR0677,MOV059,2,音楽 was good,Negative,2025-12-17
REV1309,VWR1360,MOV031,4,ending felt rushed tbh,Positive,2025-02-15
REV1310,VWR1002,MOV034,5,so good!,positive,2025-03-27
REV1311,VWR1146,MOV040,1,meh,Negative,2025-01-15
REV1312,VWR1347,MOV032,1,galaxy burn is the best thing ever 💯,Negative,2025-12-04
REV1313,VWR0392,MOV008,2,terrible pacing ngl,Negative,2025-05-03
REV1314,VWR0628,MOV039,3,#### temp ####,Neutral,2025-11-24
REV1315,VWR0817,MOV052,5,meh,positive,2025-12-29
REV1316,VWR0596,MOV039,2,音楽 was good,Negative,2025-12-04
REV1317,VWR1369,MOV057,4,terrible pacing ngl,Positive,2025-09-04
REV1318,VWR0836,MOV047,4,音楽 was good,Positive,2025-11-21
REV1319,VWR0147,MOV029,5,THIS SHOW IS INSANE 🔥,Positive,2025-05-26
REV1320,VWR0365,MOV032,5,音楽 was good,Positive,2025-01-02
REV1321,VWR0110,MOV056,3,so good!,Neutral,2025-07-21
REV1322,VWR1366,MOV001,5,THIS SHOW IS INSANE 🔥,Positive,2025-07-29
REV1323,VWR1432,MOV002,1,terrible pacing ngl,Negative,2025-09-11
REV1324,VWR0085,MOV052,1,ending felt rushed tbh,Negative,2025-08-09
REV1325,VWR0685,MOV004,5,meh,Positive,2025-08-02
REV1326,VWR0868,MOV009,3,,Neutral,2025-04-20
REV1327,VWR1156,MOV037,4,why is the app crashing?,Positive,2025-02-03
REV1328,VWR1136,MOV002,3,ending felt rushed tbh,neutral,2025-03-20
REV1329,VWR1151,MOV031,3,terrible pacing ngl,Neutral,2025-06-21
REV1330,VWR0658,MOV055,4,love it,Positive,2025-03-01
REV1331,VWR0228,MOV052,2,love it,Negative,2025-12-03
REV1332,VWR1088,MOV005,4,love it,Positive,2025-02-01
REV1333,VWR0218,MOV006,3,why is the app crashing?,Neutral,2025-11-15
REV1334,VWR1362,MOV041,3,subtitles broken again,Neutral,2025-10-05
REV1335,VWR0921,MOV050,2,ending felt rushed tbh,Negative,2025-04-14
REV1336,VWR0283,MOV042,5,why is the app crashing?,Positive,2025-01-06
REV1337,VWR0260,MOV019,4,so good!,Positive,2025-03-13
REV1338,VWR0020,MOV018,5,so good!,Positive,2025-11-18
REV1339,VWR1465,MOV060,3,音楽 was good,Neutral,2025-03-23
REV1340,VWR0969,MOV037,3,so good!,Neutral,2025-04-11
REV1341,VWR0116,MOV022,2,ending felt rushed tbh,Negative,2025-09-16
REV1342,VWR1463,MOV055,3,galaxy burn is the best thing ever 💯,Neutral,2025-02-03
REV1343,VWR0854,MOV057,4,so good!,Positive,2025-01-11
REV1344,VWR0798,MOV019,5,so good!,positive,2025-01-20
REV1345,VWR0797,MOV027,2,love it,Negative,2025-12-05
REV1346,VWR0312,MOV031,1,音楽 was good,Negative,2025-11-02
REV1347,VWR0019,MOV038,4,love it,Positive,2025-08-13
REV1348,VWR0513,MOV023,5,idk why people like this,Positive,2025-07-14
REV1349,VWR0358,MOV027,4,idk why people like this,positive,2025-06-13
REV1350,VWR0843,MOV001,1,so good!,Negative,2025-05-05
REV1351,VWR1045,MOV040,4,why is the app crashing?,Positive,2025-08-26
REV1352,VWR0800,MOV037,2,love it,Negative,2025-03-02
REV1353,VWR0544,MOV001,5,love it,Positive,2025-01-31
REV1354,VWR0493,MOV012,2,ending felt rushed tbh,Negative,2025-05-24
REV1355,VWR0870,MOV004,5,ending felt rushed tbh,Positive,2025-04-14
REV1356,VWR0729,MOV059,5,why is the app crashing?,Positive,2025-02-10
REV1357,VWR0971,MOV024,4,why is the app crashing?,Positive,2025-05-12
REV1358,VWR0163,MOV050,2,idk why people like this,Negative,2025-12-28
REV1359,VWR1403,MOV043,3,so good!,Neutral,2025-09-02
REV1360,VWR0124,MOV027,4,ending felt rushed tbh,Positive,2025-09-26
REV1361,VWR1162,MOV001,4,terrible pacing ngl,Positive,2025-11-01
REV1362,VWR0476,MOV058,1,subtitles broken again,Negative,2025-02-27
REV1363,VWR1069,MOV023,3,meh,Neutral,2025-04-02
REV1364,VWR0537,MOV040,3,love it,Neutral,2025-03-25
REV1365,VWR0894,MOV030,5,galaxy burn is the best thing ever 💯,Positive,2025-04-27
REV1366,VWR1323,MOV026,2,love it,Negative,2025-02-17
REV1367,VWR0515,MOV025,2,#### temp ####,Negative,2025-09-13
REV1368,VWR0890,MOV019,4,so good!,Positive,2025-11-11
REV1369,VWR0185,MOV022,3,terrible pacing ngl,Neutral,2025-02-04
REV1370,VWR0131,MOV031,3,so good!,Neutral,2025-08-08
REV1371,VWR0239,MOV016,2,so good!,Negative,2025-09-10
REV1372,VWR0947,MOV005,3,terrible pacing ngl,Neutral,2025-07-23
REV1373,VWR1024,MOV004,3,meh,Neutral,2025-12-03
REV1374,VWR0425,MOV047,2,meh,Negative,2025-03-09
REV1375,VWR0789,MOV013,3,subtitles broken again,Neutral,2025-09-12
REV1376,VWR0917,MOV001,3,,Neutral,2025-12-31
REV1377,VWR1488,MOV025,1,love it,Negative,2025-11-16
REV1378,VWR0340,MOV043,5,,Positive,2025-04-01
REV1379,VWR1040,MOV049,2,subtitles broken again,Negative,2025-06-28
REV1380,VWR0682,MOV025,5,THIS SHOW IS INSANE 🔥,Positive,2025-05-24
REV1381,VWR0340,MOV058,2,THIS SHOW IS INSANE 🔥,Negative,2025-08-09
REV1382,VWR0781,MOV001,2,terrible pacing ngl,Negative,2025-04-26
REV1383,VWR1204,MOV037,5,terrible pacing ngl,Positive,2025-09-26
REV1384,VWR0367,MOV031,2,why is the app crashing?,Negative,2025-01-08
REV1385,VWR0280,MOV015,3,meh,Neutral,2025-07-22
REV1386,VWR0940,MOV055,1,meh,Negative,2025-05-04
REV1387,VWR0205,MOV006,2,音楽 was good,Negative,2025-08-23
REV1388,VWR0559,MOV028,3,ending felt rushed tbh,Neutral,2025-09-26
REV1389,VWR0280,MOV014,5,idk why people like this,Positive,2025-05-14
REV1390,VWR0948,MOV003,5,,Positive,2025-03-01
REV1391,VWR0873,MOV043,2,subtitles broken again,Negative,2025-05-22
REV1392,VWR0616,MOV016,1,THIS SHOW IS INSANE 🔥,Negative,2025-08-16
REV1393,VWR0655,MOV013,4,meh,Positive,2025-07-17
REV1394,VWR0843,MOV051,1,音楽 was good,Negative,2025-03-08
REV1395,VWR0604,MOV052,3,terrible pacing ngl,Neutral,2025-08-07
REV1396,VWR0098,MOV056,4,so good!,Positive,2025-03-21
REV1397,VWR0204,MOV018,5,音楽 was good,Positive,2025-06-16
REV1398,VWR0208,MOV042,3,meh,Neutral,2025-08-01
REV1399,VWR0371,MOV005,4,love it,Positive,2025-03-24
REV1400,VWR1373,MOV001,2,音楽 was good,Negative,2026-01-01
REV1401,VWR0077,MOV045,5,THIS SHOW IS INSANE 🔥,Positive,2025-02-21
REV1402,VWR0235,MOV012,2,so good!,Negative,2025-03-11
REV1403,VWR0666,MOV040,1,idk why people like this,Negative,2025-08-21
REV1404,VWR0057,MOV015,5,idk why people like this,Positive,2025-09-21
REV1405,VWR1181,MOV002,2,ending felt rushed tbh,Negative,2025-04-11
REV1406,VWR0586,MOV026,1,音楽 was good,Negative,2025-03-10
REV1407,VWR1407,MOV053,1,音楽 was good,Negative,2025-03-11
REV1408,VWR1489,MOV046,5,so good!,Positive,2025-06-16
REV1409,VWR0045,MOV009,5,THIS SHOW IS INSANE 🔥,Positive,2025-03-21
REV1410,VWR0605,MOV020,3,love it,Neutral,2025-07-25
REV1411,VWR0561,MOV001,3,音楽 was good,Neutral,2025-08-16
REV1412,VWR0883,MOV026,3,,Neutral,2025-05-05
REV1413,VWR0002,MOV029,4,ending felt rushed tbh,Positive,2025-06-21
REV1414,VWR0200,MOV026,1,idk why people like this,Negative,2025-05-15
REV1415,VWR0221,MOV027,2,meh,Negative,2025-05-11
REV1416,VWR0447,MOV029,4,subtitles broken again,Positive,2025-06-06
REV1417,VWR0725,MOV023,2,why is the app crashing?,Negative,2025-03-07
REV1418,VWR0367,MOV027,4,音楽 was good,Positive,2025-03-15
REV1419,VWR0610,MOV014,4,subtitles broken again,Positive,2025-01-11
REV1420,VWR0963,MOV051,1,音楽 was good,Negative,2025-04-30
REV1421,VWR1112,MOV027,1,meh,Negative,2025-03-20
REV1422,VWR1225,MOV018,2,galaxy burn is the best thing ever 💯,Negative,2025-03-30
REV1423,VWR0536,MOV009,2,why is the app crashing?,Negative,2025-10-11
REV1424,VWR0735,MOV019,5,love it,Positive,2025-10-06
REV1425,VWR1455,MOV052,1,love it,Negative,2025-01-26
REV1426,VWR0351,MOV005,5,ending felt rushed tbh,Positive,2025-04-04
REV1427,VWR0487,MOV024,5,NaN,Positive,2025-12-17
REV1428,VWR1482,MOV036,3,subtitles broken again,Neutral,2025-06-10
REV1429,VWR0137,MOV042,5,ending felt rushed tbh,Positive,2025-11-07
REV1430,VWR1468,MOV057,2,ending felt rushed tbh,Negative,2025-09-18
REV1431,VWR0490,MOV001,4,terrible pacing ngl,Positive,2025-10-10
REV1432,VWR0342,MOV041,1,so good!,Negative,2025-01-18
REV1433,VWR0995,MOV019,5,THIS SHOW IS INSANE 🔥,Positive,2025-01-09
REV1434,VWR1367,MOV048,4,ending felt rushed tbh,Positive,2025-05-21
REV1435,VWR0168,MOV055,2,galaxy burn is the best thing ever 💯,Negative,2025-11-19
REV1436,VWR1444,MOV044,4,so good!,Positive,2025-10-21
REV1437,VWR1275,MOV012,3,galaxy burn is the best thing ever 💯,Neutral,2025-04-02
REV1438,VWR0736,MOV030,4,love it,Positive,2025-09-29
REV1439,VWR0134,MOV034,4,NaN,Positive,2025-11-02
REV1440,VWR1007,MOV018,5,,Positive,2025-05-02
REV1441,VWR1104,MOV030,5,terrible pacing ngl,Positive,2025-01-15
REV1442,VWR0463,MOV006,3,subtitles broken again,Neutral,2025-05-30
REV1443,VWR0632,MOV027,1,galaxy burn is the best thing ever 💯,Negative,2025-11-22
REV1444,VWR1002,MOV018,4,idk why people like this,Positive,2025-04-20
REV1445,VWR0572,MOV046,3,音楽 was good,Neutral,2025-10-31
REV1446,VWR0930,MOV029,2,so good!,Negative,2025-05-15
REV1447,VWR0223,MOV042,4,why is the app crashing?,Positive,2025-08-12
REV1448,VWR0298,MOV008,2,音楽 was good,Negative,2025-09-30
REV1449,VWR1203,MOV005,2,ending felt rushed tbh,Negative,2025-04-18
REV1450,VWR1273,MOV037,3,why is the app crashing?,Neutral,2025-11-28
REV1451,VWR0485,MOV060,4,ending felt rushed tbh,Positive,2025-11-21
REV1452,VWR1261,MOV017,5,galaxy burn is the best thing ever 💯,Positive,2025-08-17
REV1453,VWR0096,MOV042,3,,Neutral,2025-07-17
REV1454,VWR1153,MOV027,2,meh,Negative,2025-10-06
REV1455,VWR0979,MOV015,2,so good!,Negative,2025-08-16
REV1456,VWR1098,MOV041,3,why is the app crashing?,Neutral,2025-08-30
REV1457,VWR1403,MOV022,5,idk why people like this,Positive,2025-02-13
REV1458,VWR1333,MOV022,2,galaxy burn is the best thing ever 💯,negative,2025-08-19
REV1459,VWR0115,MOV011,5,subtitles broken again,Positive,2025-05-24
REV1460,VWR1420,MOV025,2,terrible pacing ngl,Negative,2025-07-09
REV1461,VWR0073,MOV035,1,so good!,Negative,2025-02-17
REV1462,VWR0472,MOV058,4,,Positive,2025-03-30
REV1463,VWR0873,MOV019,3,galaxy burn is the best thing ever 💯,Neutral,2025-11-06
REV1464,VWR1392,MOV021,4,subtitles broken again,Positive,2025-03-14
REV1465,VWR0253,MOV055,4,,positive,2025-12-05
REV1466,VWR1384,MOV055,1,so good!,Negative,2025-05-31
REV1467,VWR1201,MOV015,3,idk why people like this,Neutral,2025-04-09
REV1468,VWR0710,MOV016,2,love it,Negative,2025-11-02
REV1469,VWR0648,MOV023,4,ending felt rushed tbh,Positive,2025-08-29
REV1470,VWR0707,MOV054,5,idk why people like this,Positive,2025-02-01
REV1471,VWR0058,MOV052,5,galaxy burn is the best thing ever 💯,Positive,2025-05-03
REV1472,VWR1165,MOV054,5,love it,Positive,2025-10-06
REV1473,VWR0057,MOV024,3,so good!,Neutral,2025-06-24
REV1474,VWR0586,MOV014,1,why is the app crashing?,Negative,2025-12-26
REV1475,VWR1233,MOV017,2,meh,Negative,2025-06-03
REV1476,VWR1182,MOV027,4,why is the app crashing?,Positive,2025-09-05
REV1477,VWR1345,MOV011,2,ending felt rushed tbh,Negative,2025-09-13
REV1478,VWR0205,MOV043,4,subtitles broken again,Positive,2025-04-17
REV1479,VWR0728,MOV057,1,THIS SHOW IS INSANE 🔥,Negative,2025-10-20
REV1480,VWR0564,MOV009,1,galaxy burn is the best thing ever 💯,Negative,2025-12-15
REV1481,VWR0097,MOV021,1,idk why people like this,Negative,2025-10-27
REV1482,VWR1456,MOV043,2,terrible pacing ngl,Negative,2025-04-21
REV1483,VWR0453,MOV022,2,ending felt rushed tbh,Negative,2025-04-25
REV1484,VWR1104,MOV009,1,terrible pacing ngl,Negative,2025-08-01
REV1485,VWR0185,MOV041,1,meh,Negative,2025-10-07
REV1486,VWR1227,MOV046,2,subtitles broken again,negative,2025-02-01
